"","X","university","r_status","state","npt4_pub","npt4_priv","costt4_a","grad_debt_mdn","avgfacsal","unemp_rate","year"
"295",295,"Florida Institute of Technology","R2","FL",NA,31900,58508,NA,9694,NA,"2018"
"296",296,"Clark Atlanta University","R2","GA",NA,33276,37382,NA,7467,NA,"2018"
"297",297,"Northwestern University","R1","IL",NA,24840,72960,NA,17189,NA,"2018"
"298",298,"University of Illinois at Urbana-Champaign","R1","IL",17302,NA,30082,NA,12525,NA,"2018"
"299",299,"Indiana University-Bloomington","R1","IN",13428,NA,24326,NA,10467,NA,"2018"
"300",300,"Louisiana State University and Agricultural & Mechanical College","R1","LA",15428,NA,28539,NA,10192,NA,"2018"
"301",301,"Louisiana Tech University","R2","LA",9839,NA,20098,NA,7893,NA,"2018"
"302",302,"Hampton University","R2","VA",NA,28568,40521,NA,7186,NA,"2018"
"303",303,"University of Washington-Seattle Campus","R1","WA",12001,NA,25275,NA,13086,NA,"2018"
"304",304,"Marshall University","R2","WV",8894,NA,19016,NA,7651,NA,"2018"
"305",305,"West Virginia University","R1","WV",12539,NA,21278,NA,10123,NA,"2018"
"306",306,"The University of Alabama","R1","AL",22232,NA,29424,NA,10225,NA,"2018"
"307",307,"University of Alaska Fairbanks","R2","AK",11297,NA,18510,NA,9584,NA,"2018"
"308",308,"University of South Alabama","R2","AL",14871,NA,19835,NA,7239,NA,"2018"
"309",309,"University of Arkansas","R1","AR",15642,NA,22750,NA,9866,NA,"2018"
"310",310,"University of California-Riverside","R1","CA",12743,NA,32843,NA,13408,NA,"2018"
"311",311,"Claremont Graduate University","R2","CA",NA,NA,NA,NA,13883,NA,"2018"
"312",312,"University of California-Davis","R1","CA",14729,NA,35252,NA,14603,NA,"2018"
"313",313,"Clemson University","R1","SC",18252,NA,29499,NA,10218,NA,"2018"
"314",314,"East Tennessee State University","R2","TN",11206,NA,19897,NA,7304,NA,"2018"
"315",315,"Tennessee State University","R2","TN",10427,NA,20148,NA,7364,NA,"2018"
"316",316,"Texas Christian University","R2","TX",NA,37513,62669,NA,11766,NA,"2018"
"317",317,"The University of Texas Rio Grande Valley","R2","TX",4166,NA,13534,NA,6192,NA,"2018"
"318",318,"Brigham Young University-Provo","R2","UT",NA,13181,18136,NA,10974,NA,"2018"
"319",319,"Marquette University","R2","WI",NA,29693,54851,NA,9938,NA,"2018"
"320",320,"University of New England","R2","ME",NA,33729,53663,NA,8888,NA,"2018"
"321",321,"Clark University","R2","MA",NA,28455,54760,NA,10859,NA,"2018"
"322",322,"Harvard University","R1","MA",NA,15561,71135,NA,20484,NA,"2018"
"323",323,"Worcester Polytechnic Institute","R2","MA",NA,41390,64730,NA,12477,NA,"2018"
"324",324,"University of Massachusetts-Dartmouth","R2","MA",19516,NA,27142,NA,10873,NA,"2018"
"325",325,"The New School","R2","NY",NA,42812,67295,NA,11585,NA,"2018"
"326",326,"Stony Brook University","R1","NY",14893,NA,24718,NA,12058,NA,"2018"
"327",327,"Wake Forest University","R2","NC",NA,32129,69090,NA,11666,NA,"2018"
"328",328,"University of Cincinnati-Main Campus","R1","OH",22682,NA,27097,NA,9936,NA,"2018"
"329",329,"University of California-Merced","R2","CA",12253,NA,34517,NA,11225,NA,"2018"
"330",330,"Clarkson University","R2","NY",NA,30485,65899,NA,10833,NA,"2018"
"331",331,"CUNY City College","R2","NY",3744,NA,14430,NA,12469,NA,"2018"
"332",332,"Fordham University","R2","NY",NA,36301,67393,NA,13782,NA,"2018"
"333",333,"Rensselaer Polytechnic Institute","R1","NY",NA,36159,70132,NA,12554,NA,"2018"
"334",334,"East Carolina University","R2","NC",16506,NA,21950,NA,8629,NA,"2018"
"335",335,"Case Western Reserve University","R1","OH",NA,32938,67083,NA,11878,NA,"2018"
"336",336,"North Dakota State University-Main Campus","R2","ND",16062,NA,20733,NA,9107,NA,"2018"
"337",337,"Wayne State University","R1","MI",14226,NA,23848,NA,10622,NA,"2018"
"338",338,"University of Nebraska-Lincoln","R1","NE",18086,NA,23936,NA,10936,NA,"2018"
"339",339,"University of New Hampshire-Main Campus","R1","NH",22909,NA,32469,NA,11893,NA,"2018"
"340",340,"Arizona State University-Tempe","R1","AZ",11644,NA,25621,NA,11451,NA,"2018"
"341",341,"Princeton University","R1","NJ",NA,9749,66950,NA,20185,NA,"2018"
"342",342,"Rutgers University-Camden","R2","NJ",13293,NA,26097,NA,11354,NA,"2018"
"343",343,"Seton Hall University","R2","NJ",NA,28903,54967,NA,9807,NA,"2018"
"344",344,"Stevens Institute of Technology","R2","NJ",NA,37598,66642,NA,13258,NA,"2018"
"345",345,"Oklahoma State University-Main Campus","R1","OK",14878,NA,23446,NA,9060,NA,"2018"
"346",346,"University of Pennsylvania","R1","PA",NA,25033,72584,NA,17887,NA,"2018"
"347",347,"Utah State University","R2","UT",13150,NA,18531,NA,9214,NA,"2018"
"348",348,"Old Dominion University","R2","VA",15680,NA,23993,NA,8428,NA,"2018"
"349",349,"North Carolina A & T State University","R2","NC",10046,NA,17639,NA,8722,NA,"2018"
"350",350,"Air Force Institute of Technology-Graduate School of Engineering & Management","R2","OH",NA,NA,NA,NA,NA,NA,"2018"
"351",351,"Bowling Green State University-Main Campus","R2","OH",18456,NA,23804,NA,9101,NA,"2018"
"352",352,"Kent State University at Kent","R2","OH",17807,NA,23751,NA,9143,NA,"2018"
"353",353,"Azusa Pacific University","R2","CA",NA,25451,51578,NA,9160,NA,"2018"
"354",354,"Chapman University","R2","CA",NA,40251,69018,NA,11826,NA,"2018"
"355",355,"University of California-Berkeley","R1","CA",14846,NA,36739,NA,17125,NA,"2018"
"356",356,"University of California-Los Angeles","R1","CA",14171,NA,33654,NA,18392,NA,"2018"
"357",357,"University of Colorado Denver/Anschutz Medical Campus","R1","CO",15446,NA,22243,NA,10640,NA,"2018"
"358",358,"University of Kentucky","R1","KY",18523,NA,28711,NA,10688,NA,"2018"
"359",359,"Michigan Technological University","R2","MI",15348,NA,28176,NA,10344,NA,"2018"
"360",360,"New Jersey Institute of Technology","R1","NJ",18696,NA,30562,NA,12544,NA,"2018"
"361",361,"University of New Mexico-Main Campus","R1","NM",14329,NA,19235,NA,9057,NA,"2018"
"362",362,"Nova Southeastern University","R2","FL",NA,25816,47432,NA,10230,NA,"2018"
"363",363,"University of Idaho","R2","ID",14502,NA,20937,NA,9346,NA,"2018"
"364",364,"Wichita State University","R2","KS",14876,NA,20038,NA,7873,NA,"2018"
"365",365,"Tulane University of Louisiana","R1","LA",NA,35132,69517,NA,11783,NA,"2018"
"366",366,"University of Louisiana at Lafayette","R2","LA",11228,NA,20807,NA,8337,NA,"2018"
"367",367,"University of Maryland-Baltimore County","R2","MD",18706,NA,24522,NA,9869,NA,"2018"
"368",368,"University of Maryland Eastern Shore","R2","MD",17745,NA,24376,NA,8202,NA,"2018"
"369",369,"Johns Hopkins University","R1","MD",NA,30701,69863,NA,13332,NA,"2018"
"370",370,"Illinois Institute of Technology","R2","IL",NA,21917,60112,NA,12396,NA,"2018"
"371",371,"Southern Illinois University-Carbondale","R2","IL",16843,NA,27945,NA,7652,NA,"2018"
"372",372,"University of Iowa","R1","IA",15893,NA,22607,NA,10160,NA,"2018"
"373",373,"Emory University","R1","GA",NA,24593,66950,NA,14486,NA,"2018"
"374",374,"Georgia Institute of Technology-Main Campus","R1","GA",14927,NA,28501,NA,12727,NA,"2018"
"375",375,"Boise State University","R2","ID",15020,NA,19573,NA,8091,NA,"2018"
"376",376,"University of Massachusetts-Boston","R2","MA",13369,NA,23356,NA,10730,NA,"2018"
"377",377,"Boston University","R1","MA",NA,30729,70216,NA,14136,NA,"2018"
"378",378,"Brandeis University","R1","MA",NA,37688,70848,NA,13176,NA,"2018"
"379",379,"Central Michigan University","R2","MI",15677,NA,23890,NA,9350,NA,"2018"
"380",380,"Eastern Michigan University","R2","MI",15394,NA,23662,NA,9744,NA,"2018"
"381",381,"Tufts University","R1","MA",NA,31485,70567,NA,12396,NA,"2018"
"382",382,"Northeastern University","R1","MA",NA,31855,67894,NA,13158,NA,"2018"
"383",383,"Auburn University","R1","AL",23696,NA,31282,NA,10428,NA,"2018"
"384",384,"Arkansas State University-Main Campus","R2","AR",13605,NA,21375,NA,6902,NA,"2018"
"385",385,"University of Arkansas at Little Rock","R2","AR",12102,NA,21301,NA,7623,NA,"2018"
"386",386,"University of California-Santa Barbara","R1","CA",16236,NA,35987,NA,15994,NA,"2018"
"387",387,"Colorado School of Mines","R2","CO",25781,NA,33038,NA,12065,NA,"2018"
"388",388,"Colorado State University-Fort Collins","R1","CO",19800,NA,26861,NA,10039,NA,"2018"
"389",389,"Arizona State University-Skysong","R2","AZ",14094,NA,24636,NA,8939,NA,"2018"
"390",390,"University of Tulsa","R2","OK",NA,22817,56906,NA,10564,NA,"2018"
"391",391,"Villanova University","R2","PA",NA,40134,68057,NA,11165,NA,"2018"
"392",392,"Texas A & M University-Corpus Christi","R2","TX",15253,NA,20220,NA,8252,NA,"2018"
"393",393,"University of Houston","R1","TX",16161,NA,24923,NA,11900,NA,"2018"
"394",394,"Rice University","R1","TX",NA,20879,63158,NA,15985,NA,"2018"
"395",395,"The University of Texas at Dallas","R1","TX",14336,NA,24429,NA,12652,NA,"2018"
"396",396,"The University of Texas at San Antonio","R2","TX",13849,NA,20823,NA,9062,NA,"2018"
"397",397,"University of Vermont","R2","VT",18980,NA,32825,NA,10205,NA,"2018"
"398",398,"University of Southern Mississippi","R1","MS",14126,NA,22281,NA,7711,NA,"2018"
"399",399,"University of Missouri-Kansas City","R2","MO",14273,NA,20934,NA,9041,NA,"2018"
"400",400,"Rowan University","R2","NJ",25529,NA,31180,NA,8693,NA,"2018"
"401",401,"Cornell University","R1","NY",NA,30494,70301,NA,15156,NA,"2018"
"402",402,"Yeshiva University","R2","NY",NA,36414,60525,NA,12178,NA,"2018"
"403",403,"Teachers College at Columbia University","R2","NY",NA,NA,NA,NA,14573,NA,"2018"
"404",404,"University at Buffalo","R1","NY",17090,NA,24568,NA,10636,NA,"2018"
"405",405,"University of North Carolina Wilmington","R2","NC",18910,NA,24098,NA,8442,NA,"2018"
"406",406,"University of North Carolina at Greensboro","R2","NC",12158,NA,19779,NA,8757,NA,"2018"
"407",407,"Miami University-Oxford","R2","OH",21758,NA,31811,NA,9534,NA,"2018"
"408",408,"Cleveland State University","R2","OH",15124,NA,22415,NA,9548,NA,"2018"
"409",409,"University of Toledo","R2","OH",16374,NA,23625,NA,8943,NA,"2018"
"410",410,"Ohio University-Main Campus","R2","OH",22453,NA,27705,NA,9082,NA,"2018"
"411",411,"Wright State University-Main Campus","R2","OH",15530,NA,20652,NA,9531,NA,"2018"
"412",412,"University of Oregon","R1","OR",16355,NA,25126,NA,10385,NA,"2018"
"413",413,"Portland State University","R2","OR",13856,NA,21159,NA,9650,NA,"2018"
"414",414,"Drexel University","R1","PA",NA,33631,66841,NA,11064,NA,"2018"
"415",415,"Pennsylvania State University-Main Campus","R1","PA",30996,NA,36048,NA,11139,NA,"2018"
"416",416,"Tennessee Technological University","R2","TN",16321,NA,24898,NA,8176,NA,"2018"
"417",417,"University of Wyoming","R2","WY",13379,NA,19777,NA,9846,NA,"2018"
"418",418,"University of Wisconsin-Madison","R1","WI",18219,NA,25497,NA,12350,NA,"2018"
"419",419,"University of Puerto Rico-Rio Piedras","R2","PR",5719,NA,11299,NA,7118,NA,"2018"
"420",420,"Ponce Health Sciences University","R2","PR",NA,NA,32615,NA,4149,NA,"2018"
"421",421,"Stanford University","R1","CA",NA,12265,69109,NA,20279,NA,"2018"
"422",422,"William & Mary","R2","VA",16383,NA,37386,NA,11141,NA,"2018"
"423",423,"University of Utah","R1","UT",14364,NA,20422,NA,10727,NA,"2018"
"424",424,"Virginia Polytechnic Institute and State University","R1","VA",20964,NA,26240,NA,11660,NA,"2018"
"425",425,"University of Rhode Island","R2","RI",20334,NA,29018,NA,9488,NA,"2018"
"426",426,"University of South Dakota","R2","SD",18075,NA,21622,NA,7895,NA,"2018"
"427",427,"University of Oklahoma-Norman Campus","R1","OK",20780,NA,28306,NA,9806,NA,"2018"
"428",428,"Carnegie Mellon University","R1","PA",NA,32674,70060,NA,12165,NA,"2018"
"429",429,"Duquesne University","R2","PA",NA,29622,51678,NA,9376,NA,"2018"
"430",430,"Lehigh University","R2","PA",NA,30832,65652,NA,13517,NA,"2018"
"431",431,"The University of Tennessee-Knoxville","R1","TN",19142,NA,30930,NA,11076,NA,"2018"
"432",432,"Rutgers University-Newark","R2","NJ",12888,NA,25083,NA,13647,NA,"2018"
"433",433,"New Mexico State University-Main Campus","R2","NM",7867,NA,17885,NA,8707,NA,"2018"
"434",434,"Columbia University in the City of New York","R1","NY",NA,22637,74435,NA,18763,NA,"2018"
"435",435,"Rochester Institute of Technology","R2","NY",NA,30068,54334,NA,10453,NA,"2018"
"436",436,"Rockefeller University","R2","NY",NA,NA,NA,NA,20057,NA,"2018"
"437",437,"Binghamton University","R1","NY",18958,NA,25846,NA,9779,NA,"2018"
"438",438,"Vanderbilt University","R1","TN",NA,20253,67392,NA,13877,NA,"2018"
"439",439,"Southern Methodist University","R2","TX",NA,36575,71875,NA,12829,NA,"2018"
"440",440,"The University of Texas at Arlington","R1","TX",12410,NA,21633,NA,9243,NA,"2018"
"441",441,"Texas State University","R2","TX",15629,NA,22322,NA,8000,NA,"2018"
"442",442,"University of North Texas","R1","TX",13609,NA,22827,NA,9978,NA,"2018"
"443",443,"George Mason University","R1","VA",20321,NA,25871,NA,10953,NA,"2018"
"444",444,"Washington State University","R1","WA",15768,NA,25267,NA,9888,NA,"2018"
"445",445,"Kansas State University","R1","KS",18450,NA,23724,NA,9106,NA,"2018"
"446",446,"University of Louisville","R1","KY",16692,NA,26140,NA,8724,NA,"2018"
"447",447,"University of Maine","R2","ME",16388,NA,23547,NA,9486,NA,"2018"
"448",448,"University of Maryland-College Park","R1","MD",18457,NA,25919,NA,13045,NA,"2018"
"449",449,"Morgan State University","R2","MD",16991,NA,24084,NA,8742,NA,"2018"
"450",450,"University of Massachusetts-Amherst","R1","MA",21396,NA,30013,NA,12254,NA,"2018"
"451",451,"Massachusetts Institute of Technology","R1","MA",NA,18278,67430,NA,18852,NA,"2018"
"452",452,"Ohio State University-Main Campus","R1","OH",17704,NA,26555,NA,12390,NA,"2018"
"453",453,"University of Pittsburgh-Pittsburgh Campus","R1","PA",28758,NA,33155,NA,10856,NA,"2018"
"454",454,"University of Colorado Colorado Springs","R2","CO",15812,NA,21737,NA,8322,NA,"2018"
"455",455,"University of Connecticut","R1","CT",21588,NA,30687,NA,11874,NA,"2018"
"456",456,"University of Central Florida","R1","FL",12733,NA,21034,NA,10506,NA,"2018"
"457",457,"Florida Agricultural and Mechanical University","R2","FL",15341,NA,22716,NA,8011,NA,"2018"
"458",458,"Florida Atlantic University","R2","FL",9768,NA,19559,NA,9178,NA,"2018"
"459",459,"University of Delaware","R1","DE",16127,NA,25584,NA,12904,NA,"2018"
"460",460,"American University","R2","DC",NA,34617,64040,NA,12045,NA,"2018"
"461",461,"The Catholic University of America","R2","DC",NA,34972,61627,NA,9748,NA,"2018"
"462",462,"Gallaudet University","R2","DC",NA,15157,37188,NA,10333,NA,"2018"
"463",463,"George Washington University","R1","DC",NA,33734,69204,NA,14659,NA,"2018"
"464",464,"Montclair State University","R2","NJ",19949,NA,27606,NA,10177,NA,"2018"
"465",465,"Rutgers University-New Brunswick","R1","NJ",20623,NA,29877,NA,11843,NA,"2018"
"466",466,"CUNY Graduate School and University Center","R1","NY",NA,NA,NA,NA,15498,NA,"2018"
"467",467,"Temple University","R1","PA",23536,NA,31880,NA,11070,NA,"2018"
"468",468,"Thomas Jefferson University","R2","PA",NA,25743,56855,NA,8243,NA,"2018"
"469",469,"Brown University","R1","RI",NA,31685,71050,NA,15579,NA,"2018"
"470",470,"University of South Carolina-Columbia","R1","SC",19219,NA,26841,NA,10744,NA,"2018"
"471",471,"South Dakota State University","R2","SD",19503,NA,22609,NA,8255,NA,"2018"
"472",472,"University of Missouri-Columbia","R1","MO",18480,NA,26259,NA,9636,NA,"2018"
"473",473,"Saint Louis University","R2","MO",NA,27861,56344,NA,10385,NA,"2018"
"474",474,"University of Missouri-St Louis","R2","MO",10880,NA,22810,NA,8675,NA,"2018"
"475",475,"The University of Montana","R2","MT",15353,NA,19110,NA,7817,NA,"2018"
"476",476,"Dartmouth College","R1","NH",NA,31449,71827,NA,15278,NA,"2018"
"477",477,"North Carolina State University at Raleigh","R1","NC",16404,NA,23600,NA,10964,NA,"2018"
"478",478,"Duke University","R1","NC",NA,23442,72466,NA,16170,NA,"2018"
"479",479,"Kennesaw State University","R2","GA",17688,NA,23824,NA,7167,NA,"2018"
"480",480,"Howard University","R2","DC",NA,39792,43201,NA,9521,NA,"2018"
"481",481,"Georgetown University","R1","DC",NA,30169,71580,NA,15382,NA,"2018"
"482",482,"University of Miami","R1","FL",NA,30841,65298,NA,12367,NA,"2018"
"483",483,"Idaho State University","R2","ID",16679,NA,19858,NA,7391,NA,"2018"
"484",484,"DePaul University","R2","IL",NA,28410,54439,NA,10916,NA,"2018"
"485",485,"University of Chicago","R1","IL",NA,26160,75735,NA,18469,NA,"2018"
"486",486,"University of Illinois at Chicago","R1","IL",13301,NA,25260,NA,11151,NA,"2018"
"487",487,"Ball State University","R2","IN",15020,NA,23783,NA,7514,NA,"2018"
"488",488,"Georgia State University","R1","GA",14519,NA,23951,NA,8780,NA,"2018"
"489",489,"University of Georgia","R1","GA",13971,NA,26252,NA,11177,NA,"2018"
"490",490,"Northern Illinois University","R2","IL",23140,NA,32244,NA,8301,NA,"2018"
"491",491,"Illinois State University","R2","IL",21301,NA,28929,NA,8268,NA,"2018"
"492",492,"University of Notre Dame","R1","IN",NA,32096,69395,NA,14355,NA,"2018"
"493",493,"Iowa State University","R1","IA",15140,NA,20476,NA,11173,NA,"2018"
"494",494,"University of California-San Diego","R1","CA",13318,NA,31891,NA,16373,NA,"2018"
"495",495,"San Diego State University","R2","CA",15287,NA,22990,NA,10903,NA,"2018"
"496",496,"University of San Diego","R2","CA",NA,32576,64732,NA,12284,NA,"2018"
"497",497,"University of Denver","R2","CO",NA,28991,64513,NA,10796,NA,"2018"
"498",498,"University of Florida","R1","FL",8057,NA,21034,NA,11608,NA,"2018"
"499",499,"Loyola University Chicago","R2","IL",NA,34024,57297,NA,10639,NA,"2018"
"500",500,"University of New Orleans","R2","LA",10541,NA,19331,NA,7979,NA,"2018"
"501",501,"University of Minnesota-Twin Cities","R1","MN",17479,NA,26443,NA,11927,NA,"2018"
"502",502,"Western Michigan University","R2","MI",19119,NA,24825,NA,9972,NA,"2018"
"503",503,"University of Massachusetts-Lowell","R2","MA",18882,NA,28201,NA,11606,NA,"2018"
"504",504,"University of Michigan-Ann Arbor","R1","MI",16010,NA,29407,NA,11622,NA,"2018"
"505",505,"Michigan State University","R1","MI",18984,NA,28194,NA,11802,NA,"2018"
"506",506,"Jackson State University","R2","MS",13492,NA,22356,NA,7260,NA,"2018"
"507",507,"Mississippi State University","R1","MS",16830,NA,24275,NA,8789,NA,"2018"
"508",508,"University of Nevada-Reno","R1","NV",14122,NA,21792,NA,10193,NA,"2018"
"509",509,"University of Rochester","R1","NY",NA,29373,70108,NA,12762,NA,"2018"
"510",510,"New York University","R1","NY",NA,42397,69830,NA,14056,NA,"2018"
"511",511,"Syracuse University","R1","NY",NA,34472,65295,NA,11808,NA,"2018"
"512",512,"SUNY at Albany","R1","NY",17298,NA,25238,NA,9678,NA,"2018"
"513",513,"SUNY College of Environmental Science and Forestry","R2","NY",19341,NA,26736,NA,8738,NA,"2018"
"514",514,"University of North Carolina at Chapel Hill","R1","NC",13918,NA,25527,NA,12841,NA,"2018"
"515",515,"University of North Carolina at Charlotte","R2","NC",16943,NA,22346,NA,9622,NA,"2018"
"516",516,"Arizona State University-Downtown Phoenix","R2","AZ",11741,NA,25851,NA,9177,NA,"2018"
"517",517,"University of Akron Main Campus","R2","OH",17124,NA,23417,NA,9837,NA,"2018"
"518",518,"University of North Dakota","R2","ND",15970,NA,20611,NA,8377,NA,"2018"
"519",519,"Texas A & M University-College Station","R1","TX",18944,NA,28314,NA,11879,NA,"2018"
"520",520,"The University of Texas at El Paso","R1","TX",9032,NA,16927,NA,9055,NA,"2018"
"521",521,"Texas Southern University","R2","TX",19950,NA,24004,NA,7598,NA,"2018"
"522",522,"Virginia Commonwealth University","R1","VA",21313,NA,30452,NA,9306,NA,"2018"
"523",523,"University of Virginia-Main Campus","R1","VA",20281,NA,32213,NA,14278,NA,"2018"
"524",524,"University of Wisconsin-Milwaukee","R1","WI",17661,NA,22226,NA,8540,NA,"2018"
"525",525,"Purdue University-Main Campus","R1","IN",12527,NA,22430,NA,12418,NA,"2018"
"526",526,"University of Arizona","R1","AZ",14553,NA,26712,NA,11147,NA,"2018"
"527",527,"Northern Arizona University","R2","AZ",14326,NA,26748,NA,8207,NA,"2018"
"528",528,"University of California-Irvine","R1","CA",14604,NA,32985,NA,15447,NA,"2018"
"529",529,"Loyola Marymount University","R2","CA",NA,39898,64484,NA,11733,NA,"2018"
"530",530,"University of Dayton","R2","OH",NA,31187,57680,NA,8877,NA,"2018"
"531",531,"University of Alabama in Huntsville","R2","AL",20909,NA,23441,NA,9442,NA,"2018"
"532",532,"University of Alabama at Birmingham","R1","AL",17005,NA,24347,NA,10717,NA,"2018"
"533",533,"Indiana University-Purdue University-Indianapolis","R2","IN",12021,NA,20352,22343,8512,NA,"2017"
"534",534,"University of Kansas","R1","KS",18814,NA,24824,21105,10156,NA,"2017"
"535",535,"Boston College","R1","MA",NA,34550,68039,16939,15323,NA,"2017"
"536",536,"Oakland University","R2","MI",12779,NA,21262,25000,9452,NA,"2017"
"537",537,"University of Mississippi","R1","MS",13929,NA,23606,19500,9217,NA,"2017"
"538",538,"Missouri University of Science and Technology","R2","MO",14473,NA,22045,24750,10628,NA,"2017"
"539",539,"Washington University in St Louis","R1","MO",NA,28540,69754,16075,14960,NA,"2017"
"540",540,"Montana State University","R1","MT",17754,NA,19980,23500,8875,NA,"2017"
"541",541,"University of Nebraska at Omaha","R2","NE",13173,NA,17935,20250,8377,NA,"2017"
"542",542,"University of Nevada-Las Vegas","R1","NV",10555,NA,16964,18750,10778,NA,"2017"
"543",543,"University of Colorado Boulder","R1","CO",20706,NA,29215,19500,11684,NA,"2017"
"544",544,"University of Southern California","R1","CA",NA,30232,69547,19500,14712,NA,"2017"
"545",545,"Yale University","R1","CT",NA,18627,68950,13000,19093,NA,"2017"
"546",546,"Delaware State University","R2","DE",13014,NA,21318,27000,8272,NA,"2017"
"547",547,"Florida International University","R1","FL",12503,NA,19055,18000,10514,NA,"2017"
"548",548,"Florida State University","R1","FL",14582,NA,22426,19973,11108,NA,"2017"
"549",549,"University of South Florida-Main Campus","R1","FL",11700,NA,19868,18750,10168,NA,"2017"
"550",550,"University of Hawaii at Manoa","R1","HI",15296,NA,23007,19450,12163,NA,"2017"
"551",551,"Mercer University","R2","GA",NA,20812,49848,25000,8639,NA,"2017"
"552",552,"Georgia Southern University","R2","GA",16548,NA,22467,23250,6684,NA,"2017"
"553",553,"Oregon State University","R1","OR",20493,NA,26121,22500,9910,NA,"2017"
"554",554,"University of Memphis","R2","TN",13921,NA,22201,25000,8934,NA,"2017"
"555",555,"Baylor University","R2","TX",NA,34898,59063,24250,9968,NA,"2017"
"556",556,"Texas A & M University-Kingsville","R2","TX",13188,NA,21006,22532,7914,NA,"2017"
"557",557,"The University of Texas at Austin","R1","TX",16960,NA,24933,20000,12940,NA,"2017"
"558",558,"Texas Tech University","R1","TX",17134,NA,22615,21500,9228,NA,"2017"
"559",559,"California Institute of Technology","R1","CA",NA,23345,65874,8700,19993,NA,"2017"
"560",560,"University of California-Santa Cruz","R1","CA",17884,NA,35315,19000,14426,NA,"2017"
"561",561,"Florida Institute of Technology","R2","FL",NA,31592,57119,27000,9694,NA,"2017"
"562",562,"Clark Atlanta University","R2","GA",NA,33496,37761,28500,7467,NA,"2017"
"563",563,"Northwestern University","R1","IL",NA,24047,70317,15000,17189,NA,"2017"
"564",564,"University of Illinois at Urbana-Champaign","R1","IL",18377,NA,30064,19000,12525,NA,"2017"
"565",565,"Indiana University-Bloomington","R1","IN",14351,NA,24739,20500,10467,NA,"2017"
"566",566,"Louisiana State University and Agricultural & Mechanical College","R1","LA",18181,NA,27612,20250,10192,NA,"2017"
"567",567,"Louisiana Tech University","R2","LA",10774,NA,19225,20876,7893,NA,"2017"
"568",568,"Hampton University","R2","VA",NA,26458,38849,26000,7186,NA,"2017"
"569",569,"University of Washington-Seattle Campus","R1","WA",12037,NA,24498,15000,13086,NA,"2017"
"570",570,"Marshall University","R2","WV",9484,NA,18315,23500,7651,NA,"2017"
"571",571,"West Virginia University","R1","WV",11825,NA,20702,23872,10123,NA,"2017"
"572",572,"The University of Alabama","R1","AL",21973,NA,28836,23250,10225,NA,"2017"
"573",573,"University of Alaska Fairbanks","R2","AK",9988,NA,17168,19407,9584,NA,"2017"
"574",574,"University of South Alabama","R2","AL",15082,NA,19702,25000,7239,NA,"2017"
"575",575,"University of Arkansas","R1","AR",16069,NA,22122,21500,9866,NA,"2017"
"576",576,"University of California-Riverside","R1","CA",12344,NA,32308,19000,13408,NA,"2017"
"577",577,"Claremont Graduate University","R2","CA",NA,NA,NA,NA,13883,NA,"2017"
"578",578,"University of California-Davis","R1","CA",15769,NA,34428,13000,14603,NA,"2017"
"579",579,"Clemson University","R1","SC",17696,NA,28545,21500,10218,NA,"2017"
"580",580,"East Tennessee State University","R2","TN",14218,NA,21904,20785,7304,NA,"2017"
"581",581,"Tennessee State University","R2","TN",11083,NA,19058,28017,7364,NA,"2017"
"582",582,"Texas Christian University","R2","TX",NA,35429,60135,21000,11766,NA,"2017"
"583",583,"The University of Texas Rio Grande Valley","R2","TX",3901,NA,13401,11661,6192,NA,"2017"
"584",584,"Brigham Young University-Provo","R2","UT",NA,12974,17801,12100,10974,NA,"2017"
"585",585,"Marquette University","R2","WI",NA,29120,52916,24623,9938,NA,"2017"
"586",586,"University of New England","R2","ME",NA,33183,52449,25989,8888,NA,"2017"
"587",587,"Clark University","R2","MA",NA,27004,53086,26000,10859,NA,"2017"
"588",588,"Harvard University","R1","MA",NA,14327,66900,13875,20484,NA,"2017"
"589",589,"Worcester Polytechnic Institute","R2","MA",NA,40376,62522,27000,12477,NA,"2017"
"590",590,"University of Massachusetts-Dartmouth","R2","MA",18899,NA,26536,25763,10873,NA,"2017"
"591",591,"The New School","R2","NY",NA,40819,64523,24250,11585,NA,"2017"
